Upplýsingar úr Slysaskrá Samgöngustofu;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
DAGS;TÍMI;MEIÐSLI;STAÐSETNING;FLOKKUR;ÖKUTÆKI1;ÖKUTÆKI2;ÖKUTÆKI3;ÖKUTÆKI4;ÖKUTÆKI5;SLASAÐIR1;SLASAÐIR2;SLASAÐIR3;SLASAÐIR4;SLASAÐIR5;SLASAÐIR6
14.8.2023;16:57:00;Alvarleg slys;Digranesvegur, við hringtorg  -  Gangbraut;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;Fólksbifreið;;;;23 ára Karl, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
14.8.2023;13:13:00;Alvarleg slys;Sunnudalsvegur, Rétt við gatanmót að eyðibýlinu Sunnudal  -  Á eða við akbraut;Útafakstur og bílveltur;Fólksbifreið;;;;;24 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Alvarlega slasaður;;;;;
13.8.2023;17:26:00;Alvarleg slys;Krýsuvíkurvegur   -  Á eða við akbraut;Útafakstur og bílveltur;Fólksbifreið;;;;;40 ára Karl, Farþegi í aftursæti h, Fólksbifreið, Alvarlega slasaður;30 ára Karl, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;;;;
13.8.2023;00:28:00;Alvarleg slys;Ólafsfjarðarvegur, Hjalteyri, norðan við;Útafakstur og bílveltur;Fólksbifreið;;;;;30 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
12.8.2023;13:41:00;Alvarleg slys;Stígur meðfram Hafnarfjarðarvegi;Slys á óvörðum vegfaranda;Reiðhjól;;;;;70 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
10.8.2023;21:11:00;Alvarleg slys;Dalvegur  -  við bensínstöðina ;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;;;;;20 ára Karl, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
10.8.2023;08:23:00;Alvarleg slys;Vatnsendahvarf, Víkurhvarf, við  -  Gangbraut;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;17 ára Karl, Fótgangandi, Fólksbifreið, Lítið slasaður;22 ára Karl, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;
9.8.2023;22:36:00;Alvarleg slys;Sæbraut, Kirkjusandur, við  -  Á eða við akbraut;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;24 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
7.8.2023;17:22:00;Alvarleg slys;Kirkjuvegur, Ráðhúsið -  -  Á eða við akbraut;Slys á óvörðum vegfaranda;Reiðhjól;Fólksbifreið;;;;6 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
6.8.2023;20:26:00;Alvarleg slys;Ánanaust  -  Grandatorg, við;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;;;;;49 ára Karl, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
6.8.2023;01:32:00;Alvarleg slys;Þórunnarstræti  -  Lögreglustöðin, norðan við ;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;;;;;43 ára Kona, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
27.7.2023;13:58:00;Alvarleg slys;Hafnarsvæði hjá Eimskip Sundabakki;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;;;;;19 ára Karl, Fótgangandi, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
21.7.2023;22:43:00;Alvarleg slys;Rauðhella 9-  Á eða við bifreiðastæði;Fall af bifhjóli;Fólksbifreið;Þungt bifhjól;;;;31 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
21.7.2023;03:16:00;Alvarleg slys;Krýsuvíkurvegur, Hraunhóll, við  -  Á eða við akbraut;Útafakstur og bílveltur;Sendibifreið;;;;;28 ára Kona, Farþegi í framsæti, Sendibifreið, Lítið slasaður;27 ára Karl, Farþegi í aftursæti h, Sendibifreið, Alvarlega slasaður;58 ára Karl, Ökumaður, Sendibifreið, Lítið slasaður;;;
19.7.2023;08:24:00;Alvarleg slys;Suðurlandsvegur,   -  Á eða við akbraut;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;68 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;19 ára Kona, Ökumaður, Fólksbifreið, Lítið slasaður;;;;
16.7.2023;14:56:00;Alvarleg slys;Suðurlandsvegur, Ölfusvegur, við  -  Á eða við akbraut;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;79 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;11 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;38 ára Kona, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;46 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;;
15.7.2023;11:51:00;Alvarleg slys;Emstruleið, Voru á leiðinni í Emstrur;Fall af bifhjóli;Þungt bifhjól;;;;;53 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
14.7.2023;08:24:00;Alvarleg slys;Stekkjarbakki  -  Undirgöng móts við Grænastekk;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;Ökutæki ekki í Ekju;;;;30 ára Karl, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
12.7.2023;14:25:00;Alvarleg slys;Austurlandsvegur,   -  Á eða við akbraut;Fall af bifhjóli;Þungt bifhjól;;;;;42 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
8.7.2023;16:58:00;Alvarleg slys;Þingvallastræti, við Mýrarveg  -   ;Fall af bifhjóli;Þungt bifhjól;Fólksbifreið;;;;71 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
7.7.2023;21:04:00;Alvarleg slys;Guðmundarlundur, Rétt hjá Guðmundalundi  -  Utan vegar;Fall af bifhjóli;Torfæruhjól;;;;;16 ára Karl, Ökumaður, Torfæruhjól, Alvarlega slasaður;;;;;
7.7.2023;20:59:00;Alvarleg slys;Fagrakinn, bak við hús 30  -   ;Fall af bifhjóli;Torfæruhjól;;;;;36 ára Karl, Ökumaður, Torfæruhjól, Alvarlega slasaður;45 ára Kona, Farþegi í aftursæti m, Torfæruhjól, Lítið slasaður;;;;
5.7.2023;22:41:00;Alvarleg slys;Strandgata  -  Suðurbraut, við ;Slys á óvörðum vegfaranda;Reiðhjól;;;;;14 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
2.7.2023;18:17:00;Alvarleg slys;Innstrandarvegur, Kolbeinsá, sunnan við  -  Á eða við akbraut;Fall af bifhjóli;Þungt bifhjól;Þungt bifhjól;;;;50 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
2.7.2023;09:38:00;Alvarleg slys;Þjórsárdalsvegur, Réttarholt, við  -  Á eða við akbraut;Slys á óvörðum vegfaranda;Reiðhjól;Fólksbifreið;;;;60 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
1.7.2023;19:56:00;Alvarleg slys;Eyrarbakkavegur, Votmúlavegur, við;Slys á óvörðum vegfaranda;Reiðhjól;;;;;20 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
30.6.2023;16:53:00;Alvarleg slys;Suðurlandsbraut  -   Grensásvegur, göngustígur við beygjuna ;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;;;;;15 ára Karl, Farþegi reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
29.6.2023;20:20:00;Alvarleg slys;Skarðsvegur  -  Mýrarhóll;Slys á óvörðum vegfaranda;Hjól með hjálparvél;;;;;62 ára Karl, Ökumaður reiðhjóls, Hjól með hjálparvél, Alvarlega slasaður;;;;;
28.6.2023;06:30:00;Alvarleg slys;Urðarbraut  -  Malbikaður stígur fyrir neðan sundlaug;Slys á óvörðum vegfaranda;Reiðhjól;;;;;83 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
27.6.2023;18:44:00;Alvarleg slys;Hringvegur, Blábjörg, við;Útafakstur og bílveltur;Sendibifreið;;;;;51 ára Kona, Farþegi í framsæti, Sendibifreið, Alvarlega slasaður;57 ára Karl, Ökumaður, Sendibifreið, Lítið slasaður;;;;
27.6.2023;16:05:00;Alvarleg slys;Göngu og hjólreiðastígur norðan við Vesturlandsveg ;Slys á óvörðum vegfaranda;Reiðhjól;Reiðhjól;;;;16 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
24.6.2023;00:51:00;Alvarleg slys;Grænásbraut, 603, við;Útafakstur og bílveltur;Fólksbifreið;;;;;19 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
22.6.2023;17:17:00;Alvarleg slys;Skógarlundur, Dalsbraut,   -  Gangbraut;Slys á óvörðum vegfaranda;Reiðhjól;Sendibifreið;;;;61 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
22.6.2023;14:17:00;Alvarleg slys;Hringvegur, Reykjabraut, Gatnamót  -  Á eða við akbraut;Útafakstur og bílveltur;Sendibifreið;;;;;83 ára Kona, Ökumaður, Sendibifreið, Alvarlega slasaður;;;;;
21.6.2023;23:50:00;Alvarleg slys;Grenivíkurvegur, Knarrarnes, við  -   ;Útafakstur og bílveltur;Fólksbifreið;;;;;19 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
21.6.2023;15:17:00;Alvarleg slys;Túngata 10, við  ;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;;;;;14 ára Kona, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
19.6.2023;00:03:00;Alvarleg slys;Stórihjalli ;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;;;;;26 ára Karl, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
15.6.2023;15:24:00;Alvarleg slys;Hólsfjallavegur, ;Fall af bifhjóli;Þungt bifhjól;;;;;64 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
14.6.2023;19:35:00;Alvarleg slys;Borgarfjarðarvegur, Seyðisfjarðarvegur, gatnamót;Fall af bifhjóli;Þungt bifhjól;Þungt bifhjól;;;;24 ára Kona, Farþegi í aftursæti m, Þungt bifhjól, Lítið slasaður;25 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;
14.6.2023;08:03:00;Alvarleg slys;Sigtún,  bifreiðastæði aftan við Austurvegur 4 -  ;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;Fólksbifreið;;;;19 ára Kona, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
14.6.2023;07:37:00;Alvarleg slys;Rjúpnavegur á milli Baugatorgs og Hörðutorgs;Slys á óvörðum vegfaranda;Reiðhjól;Fólksbifreið;;;;45 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
11.6.2023;16:22:00;Alvarleg slys;Suðurlandsbraut  -  Göngustígur fyrir ofan Laugardalshöll;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;;;;;41 ára Karl, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
10.6.2023;16:13:00;Alvarleg slys;Suðurlandsvegur, við Hvammsveg  -  Á/við gatnamót;Hliðarákeyrsla;Sendibifreið;Fólksbifreið;;;;82 ára Kona, Ökumaður, Fólksbifreið, Lítið slasaður;47 ára Karl, Ökumaður, Sendibifreið, Alvarlega slasaður;;;;
10.6.2023;16:09:00;Alvarleg slys;Suðurlandsvegur, Hvamsvegur, við  -  Á/við gatnamót;Aftanákeyrsla;Fólksbifreið;Fólksbifreið;Fólksbifreið;;;23 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;22 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;;;;
10.6.2023;14:26:00;Alvarleg slys;Sprengisandsleið, Landvegur, norðan við;Aftanákeyrsla;Þungt bifhjól;Þungt bifhjól;;;;68 ára Karl, Ökumaður, Þungt bifhjól, Lítið slasaður;63 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;
7.6.2023;18:21:00;Alvarleg slys;Kópavogstún  -  gangstétt ;Slys á óvörðum vegfaranda;Reiðhjól;;;;;54 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
6.6.2023;18:30:00;Alvarleg slys;Hringvegur, Fagridalur  -  Á eða við akbraut;Útafakstur og bílveltur;Fólksbifreið;;;;;9 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;5 ára Kona, Farþegi í aftursæti v, Fólksbifreið, Lítið slasaður;27 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;
6.6.2023;13:22:00;Alvarleg slys;Brekadalur, Hús nr. 65, við  -  Á eða við akbraut;Annað;Vörubifreið II;;;;;;;;;;
4.6.2023;04:39:00;Alvarleg slys;Stakkahlíð  -  ;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;;;;;29 ára Karl, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
31.5.2023;18:29:00;Alvarleg slys;Bakkastaðir  -  Göngustígur/hjólreiðastígur;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;;;;;52 ára Karl, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
31.5.2023;11:57:00;Alvarleg slys;Brekkugata, Amtsbókasafnið, við;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;Fólksbifreið;;;;76 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;32 ára Karl, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;
30.5.2023;10:40:02;Alvarleg slys;Korpúlfsstaðavegur í vesturátt, Bakkastaðir frá  ;Fall af bifhjóli;Þungt bifhjól;;;;;64 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
30.5.2023;01:16:00;Alvarleg slys;Smyrlahraun ;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;;;;;26 ára Karl, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
28.5.2023;00:20:00;Alvarleg slys;Kjarnaskógur,;Annað;Fólksbifreið;;;;;18 ára Karl, Farþegi í aftursæti h, Fólksbifreið, Alvarlega slasaður;;;;;
26.5.2023;15:17:00;Alvarleg slys;Biskupstungnabraut, Tannastaðir, við  -  Á eða við akbraut;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;66 ára Karl, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;60 ára Kona, Farþegi í aftursæti v, Fólksbifreið, Alvarlega slasaður;;;;
26.5.2023;13:58:00;Alvarleg slys;Suðurlandsvegur, Þórsmerkurvegur, gatnamót;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;34 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;32 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;68 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;;;
24.5.2023;17:42:00;Alvarleg slys;Þingvallavegur, Snáka, skammt við  -  Á eða við akbraut;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;28 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;28 ára Kona, Ökumaður, Fólksbifreið, Lítið slasaður;48 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;;;
24.5.2023;10:00:00;Alvarleg slys;Hringvegur, að Jökulsárlóni;Útafakstur og bílveltur;Fólksbifreið;;;;;69 ára Kona, Farþegi í aftursæti v, Fólksbifreið, Alvarlega slasaður;;;;;
23.5.2023;09:00:00;Alvarleg slys;Hringvegur, Laxá, norðan við brúnna yfir;Aftanákeyrsla;Sendibifreið;Sendibifreið;;;;27 ára Karl, Ökumaður, Sendibifreið, Alvarlega slasaður;50 ára Karl, Farþegi í framsæti, Sendibifreið, Lítið slasaður;27 ára Karl, Ökumaður, Sendibifreið, Lítið slasaður;;;
21.5.2023;14:32:00;Alvarleg slys;Plan  Flugvöllur, móts við  -  Á eða við bifreiðastæði;Útafakstur og bílveltur;Dráttarvél;;;;;30 ára Karl, Ökumaður, Dráttarvél, Alvarlega slasaður;;;;;
21.5.2023;13:31:00;Alvarleg slys;Axarvegur, Stóri Lækur, við;Útafakstur og bílveltur;Fólksbifreið;;;;;59 ára Kona, Farþegi í aftursæti m, Fólksbifreið, Alvarlega slasaður;57 ára Kona, Ökumaður, Fólksbifreið, Lítið slasaður;62 ára Karl, Farþegi í aftursæti v, Fólksbifreið, Alvarlega slasaður;;;
18.5.2023;13:54:00;Alvarleg slys;Suðurlandsvegur, v. Skeiðflöt  -  Á/við gatnamót;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;24 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
13.5.2023;10:20:00;Alvarleg slys;Reykhólasveit,  við Klettháls  -  Á eða við akbraut;Útafakstur og bílveltur;Fólksbifreið;;;;;39 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
12.5.2023;16:54:00;Alvarleg slys;Vestfjarðarvegur, Brattabrekka  -  Á eða við bifreiðastæði;Framanákeyrsla;Fólksbifreið;Fólksbifreið;;;;52 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;44 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;
12.5.2023;16:36:00;Alvarleg slys;Suðurfjarðavegur, Sléttuá, einbreið brú  -  Á eða við brú;Framanákeyrsla;Vörubifreið II;Fólksbifreið;;;;80 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
11.5.2023;01:52:00;Alvarleg slys;Stapabraut, Reykjanesbraut, hringtorg við  -  Á eða við akbraut;Fall af bifhjóli;Torfæruhjól;;;;;26 ára Karl, Ökumaður, Torfæruhjól, Alvarlega slasaður;;;;;
10.5.2023;16:42:00;Alvarleg slys;Sauðárkrókshöfn;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;;;;;63 ára Karl, Fótgangandi, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
7.5.2023;11:39:00;Alvarleg slys;Hjólreiðastígur við Ljómatún 11;Slys á óvörðum vegfaranda;Reiðhjól;;;;;53 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
4.5.2023;00:01:00;Alvarleg slys;Aðalstræti, Brynjuís, gegnt  -  Á eða við bifreiðastæði;Slys á óvörðum vegfaranda;Fólksbifreið;Fólksbifreið;;;;64 ára Kona, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
3.5.2023;19:07:00;Alvarleg slys;Hafnarstræti  -  Við Radison;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;;;;;34 ára Karl, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
25.4.2023;07:45:00;Alvarleg slys;Landeyjarhafnarvegur, um 1 km frá höfninni.  -  Á eða við akbraut;Aftanákeyrsla;Fólksbifreið;Fólksbifreið;;;;30 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
22.4.2023;16:34:00;Alvarleg slys;Sæbraut, á móts við Dugguvog 50, í norður;Aftanákeyrsla;Þungt bifhjól;Fólksbifreið;;;;47 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
21.4.2023;15:18:00;Alvarleg slys;Gangbraut á Borgarbraut, norðan við Merkigil  -  Gangbraut;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;Fólksbifreið;;;;13 ára Karl, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
20.4.2023;12:38:00;Alvarleg slys;Víkurvegur, brúin yfir Vesturlandsveg.;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;70 ára Kona, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
19.4.2023;21:15:00;Alvarleg slys;Norðurfell  -  Fellaskóli, við;Slys á óvörðum vegfaranda;Reiðhjól;Fólksbifreið;;;;61 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
19.4.2023;13:46:00;Alvarleg slys;Vindheimavegur, Svartárbrú  -  Á eða við brú;Annað;Hópbifreið II;;;;;79 ára Karl, Farþegi í aftursæti h, Hópbifreið II, Alvarlega slasaður;62 ára Kona, Farþegi í aftursæti v, Hópbifreið II, Alvarlega slasaður;46 ára Karl, Farþegi í aftursæti v, Hópbifreið II, Alvarlega slasaður;59 ára Karl, Farþegi í framsæti, Hópbifreið II, Lítið slasaður;43 ára Karl, Farþegi í aftursæti v, Hópbifreið II, Lítið slasaður;63 ára Karl, Farþegi í aftursæti v, Hópbifreið II, Alvarlega slasaður
18.4.2023;12:32:00;Alvarleg slys;Hringvegur, Neðri Rauðilækur, við;Útafakstur og bílveltur;Fólksbifreið;;;;;46 ára Karl, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;54 ára Kona, Ökumaður, Fólksbifreið, Lítið slasaður;;;;
17.4.2023;12:36:00;Alvarleg slys;Vesturbraut, Brunnstígur, við;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;Fólksbifreið;;;;34 ára Kona, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
17.4.2023;12:17:00;Alvarleg slys;Norðurlandsvegur, Brautarholt, við  -  Á eða við akbraut;Útafakstur og bílveltur;Fólksbifreið;;;;;43 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
8.4.2023;23:50:00;Alvarleg slys;Sóleyjargata, Njarðargata ;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;;;;;22 ára Karl, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
31.3.2023;15:38:00;Alvarleg slys;Vesturlandsvegur, ;Hliðarákeyrsla;Vörubifreið II;Fólksbifreið;;;;91 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
29.3.2023;19:19:00;Alvarleg slys;Vesturlandsvegur, við Leirvogsá;Aftanákeyrsla;Fólksbifreið;Fólksbifreið;;;;39 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;65 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;
28.3.2023;10:59:00;Alvarleg slys;Suðurlandsvegur, Stórusteinar, austan Háöldu  -  Á eða við akbraut;Útafakstur og bílveltur;Hópbifreið II;;;;;28 ára Karl, Farþegi í aftursæti h, Hópbifreið II, Lítið slasaður;26 ára Kona, Farþegi í aftursæti h, Hópbifreið II, Alvarlega slasaður;21 ára Kona, Farþegi í aftursæti h, Hópbifreið II, Lítið slasaður;53 ára Karl, Farþegi í aftursæti h, Hópbifreið II, Lítið slasaður;40 ára Karl, Farþegi í aftursæti h, Hópbifreið II, Lítið slasaður;
24.3.2023;08:50:00;Alvarleg slys;Neshagi, Melaskóli, við  -  Á eða við akbraut;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;Fólksbifreið;;;;15 ára Karl, Ökumaður reiðhjóls, Ökutæki ekki í Ekju, Alvarlega slasaður;;;;;
18.3.2023;17:58:00;Alvarleg slys;Reykjanesbraut, Rétt vestan við Straumsvík,  -  Á eða við akbraut;Framanákeyrsla;Fólksbifreið;Fólksbifreið;Fólksbifreið;;;24 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;38 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;11 ára Karl, Farþegi í aftursæti v, Fólksbifreið, Lítið slasaður;39 ára Kona, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;12 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;
18.3.2023;11:02:00;Alvarleg slys;Norðurlandsvegur, Fremri-Kot, þar við;Aftanákeyrsla;Fólksbifreið;Sendibifreið;;;;24 ára Karl, Farþegi í aftursæti v, Fólksbifreið, Lítið slasaður;28 ára Kona, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;31 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;
14.3.2023;14:45:00;Alvarleg slys;Skólavegur, Fyrir framan HSS  -  Gangbraut;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;23 ára Kona, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
12.3.2023;15:26:00;Alvarleg slys;Reykjanesbraut, Rósaselstorg, þar við;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;48 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
10.3.2023;22:22:00;Alvarleg slys;Suðurlandsvegur, Hólmsá, við  -  Á eða við akbraut;Framanákeyrsla;Vörubifreið II;Fólksbifreið;;;;32 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
10.3.2023;11:34:00;Alvarleg slys;Hringvegur, Öxnadalur, við Þverá  -  Á eða við akbraut;Aftanákeyrsla;Hópbifreið II;Vörubifreið II;;;;14 ára Karl, Farþegi í aftursæti h, Hópbifreið II, Lítið slasaður;12 ára Karl, Farþegi í aftursæti h, Hópbifreið II, Lítið slasaður;29 ára Karl, Ökumaður, Hópbifreið II, Lítið slasaður;29 ára Karl, Ökumaður, Vörubifreið II, Alvarlega slasaður;;
28.2.2023;09:00:00;Alvarleg slys;Skógarhlíð, Stöð SHS - Skógarhlíð, bakvið  -  Á eða við akbraut;Slys á óvörðum vegfaranda;Reiðhjól;Fólksbifreið;;;;35 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
26.2.2023;15:32:00;Alvarleg slys;Suðurlandsvegur, Við gamla afleggjaran að Skaftártungu;Útafakstur og bílveltur;Fólksbifreið;;;;;63 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
